Shipping Service,Order Quantity,Province,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,Product ID,Category,Sub-Category,Product Name,Sales,Discount,Profit
Standard Class,5,Binh Duong,US-2016-110156,11/19/2016,11/24/2016,EH-13945,Eric Hoffmann,Consumer,Vietnam,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,0.80000000000000004,-17.248
Standard Class,12,Binh Duong,US-2016-110156,11/19/2016,11/24/2016,EH-13945,Eric Hoffmann,Consumer,Vietnam,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,0.20000000000000001,21.888
Standard Class,3,Binh Duong,US-2016-110156,11/19/2016,11/24/2016,EH-13945,Eric Hoffmann,Consumer,Vietnam,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,0.20000000000000001,13.8267
Standard Class,5,Binh Duong,US-2016-110156,11/19/2016,11/24/2016,EH-13945,Eric Hoffmann,Consumer,Vietnam,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,0.20000000000000001,25.186
Standard Class,2,Binh Duong,US-2016-110156,11/19/2016,11/24/2016,EH-13945,Eric Hoffmann,Consumer,Vietnam,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,0.20000000000000001,3.6288
Standard Class,2,Binh Duong,US-2016-110156,11/19/2016,11/24/2016,EH-13945,Eric Hoffmann,Consumer,Vietnam,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,0.80000000000000004,-2.0264
Second Class,2,Nghe An,CA-2016-144855,7/22/2016,7/24/2016,DL-13495,Dionis Lloyd,Corporate,Vietnam,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,0,3.024
Standard Class,1,Kien Giang,CA-2015-105970,3/2/2015,3/7/2015,PA-19060,Pete Armstrong,Home Office,Vietnam,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,0,2.6416
Standard Class,6,Kien Giang,CA-2015-105970,3/2/2015,3/7/2015,PA-19060,Pete Armstrong,Home Office,Vietnam,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,0,50.94
Standard Class,4,An Giang,CA-2016-112102,4/12/2016,4/16/2016,BD-11605,Brian Dahlen,Consumer,Vietnam,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,0,75.6624
Standard Class,1,An Giang,CA-2016-112102,4/12/2016,4/16/2016,BD-11605,Brian Dahlen,Consumer,Vietnam,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,0,20.0851
Standard Class,5,An Giang,CA-2016-112102,4/12/2016,4/16/2016,BD-11605,Brian Dahlen,Consumer,Vietnam,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,0,28.755
Standard Class,4,Thanh Hoa,US-2016-134908,6/5/2016,6/9/2016,JS-15940,Joni Sundaresam,Home Office,Vietnam,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,0.20000000000000001,-23.364
Standard Class,3,Thanh Hoa,US-2016-134908,6/5/2016,6/9/2016,JS-15940,Joni Sundaresam,Home Office,Vietnam,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,0.20000000000000001,2.646
Standard Class,2,HN,CA-2014-146969,9/29/2014,10/3/2014,AP-10915,Arthur Prichep,Consumer,Vietnam,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,0,53.196
Standard Class,4,Ha Noi,CA-2014-146969,9/29/2014,10/3/2014,AP-10915,Arthur Prichep,Consumer,Vietnam,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72,0,2.8776
Standard Class,1,Ha Noi,CA-2014-146969,9/29/2014,10/3/2014,AP-10915,Arthur Prichep,Consumer,Vietnam,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,0,3.1104
Standard Class,2,Ha Noi,CA-2014-146969,9/29/2014,10/3/2014,AP-10915,Arthur Prichep,Consumer,Vietnam,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,0.20000000000000001,223.054
Standard Class,1,Ha Noi,CA-2014-146969,9/29/2014,10/3/2014,AP-10915,Arthur Prichep,Consumer,Vietnam,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,0,16.7886
Second Class,1,HN,CA-2016-149314,7/2/2016,7/7/2016,GB-14530,George Bell,Corporate,Vietnam,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,0.20000000000000001,19.5184
Standard Class,1,Ho chi Minh,CA-2014-127964,3/3/2014,3/8/2014,AP-10720,Anne Pryor,Home Office,Vietnam,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,0,4.5954
Standard Class,3,Tp.HCM,CA-2014-127964,3/3/2014,3/8/2014,AP-10720,Anne Pryor,Home Office,Vietnam,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,0.20000000000000001,40.872
Standard Class,5,Tp.HCM,CA-2014-127964,3/3/2014,3/8/2014,AP-10720,Anne Pryor,Home Office,Vietnam,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,0.20000000000000001,9.1785
Standard Class,4,Long An,CA-2014-117709,5/4/2014,5/8/2014,PM-18940,Paul MacIntyre,Consumer,Vietnam,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,0,21.06
Same Day,9,Dong Nai,CA-2015-125416,11/2/2015,11/2/2015,KC-16540,Kelly Collister,Consumer,Vietnam,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,0,49.2723
Second Class,2,Tp.HCM,CA-2017-145226,12/8/2017,12/10/2017,DL-13315,Delfina Latchford,Consumer,Vietnam,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,0,33.9388
Second Class,3,Tp.HCM,CA-2017-145226,12/8/2017,12/10/2017,DL-13315,Delfina Latchford,Consumer,Vietnam,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,0,0
Second Class,3,Tp.HCM,CA-2017-145226,12/8/2017,12/10/2017,DL-13315,Delfina Latchford,Consumer,Vietnam,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,0,9.3312
Second Class,4,Tp.HCM,CA-2017-145226,12/8/2017,12/10/2017,DL-13315,Delfina Latchford,Consumer,Vietnam,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,0,8.2992
Standard Class,5,Ha Noi,CA-2014-158064,4/21/2014,4/25/2014,AA-10375,Allen Armold,Consumer,Vietnam,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,0.20000000000000001,5.5755
First Class,6,Tp.HCM,CA-2015-132080,8/22/2015,8/25/2015,DP-13105,Dave Poirier,Corporate,Vietnam,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,0.20000000000000001,16.2864
Standard Class,3,Yen Bai,CA-2016-161207,8/29/2016,9/3/2016,AB-10060,Adam Bellavance,Home Office,Vietnam,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,0,8.0997
Second Class,4,Ha Noi,CA-2014-120243,12/27/2014,12/30/2014,AT-10435,Alyssa Tate,Home Office,Vietnam,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56,0,5.4332
Second Class,3,Binh Duong,CA-2016-168081,4/24/2016,4/27/2016,CA-12055,Cathy Armstrong,Home Office,Vietnam,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,0.20000000000000001,64.674
Standard Class,7,Ben Tre,CA-2014-128146,6/21/2014,6/25/2014,DB-13060,Dave Brooks,Consumer,Vietnam,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,0,357.1911
Standard Class,2,Ben Tre,CA-2014-128146,6/21/2014,6/25/2014,DB-13060,Dave Brooks,Consumer,Vietnam,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,0,1.0904
First Class,1,Thai Binh,CA-2017-138779,1/14/2017,1/15/2017,RB-19570,Rob Beeghly,Consumer,Vietnam,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,0.20000000000000001,7.3386
First Class,5,Thai Binh,CA-2017-138779,1/14/2017,1/15/2017,RB-19570,Rob Beeghly,Consumer,Vietnam,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,0.20000000000000001,0.693
Standard Class,7,Dong Nai,CA-2014-127131,11/24/2014,11/30/2014,HR-14830,Harold Ryan,Corporate,Vietnam,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096,0.20000000000000001,4.2336
Standard Class,6,Dong Nai,CA-2014-127131,11/24/2014,11/30/2014,HR-14830,Harold Ryan,Corporate,Vietnam,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,0,9.7176
Standard Class,4,Dong Nai,CA-2014-127131,11/24/2014,11/30/2014,HR-14830,Harold Ryan,Corporate,Vietnam,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,25.92,0,12.4416
Standard Class,2,Dong Nai,CA-2014-127131,11/24/2014,11/30/2014,HR-14830,Harold Ryan,Corporate,Vietnam,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,0,53.3466
2nd class,4,Ha Noi,CA-2017-117212,2/26/2017,2/28/2017,BT-11530,Bradley Talbott,Home Office,Vietnam,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,0,22.1184
2nd class,8,Ha Noi,CA-2017-117212,2/26/2017,2/28/2017,BT-11530,Bradley Talbott,Home Office,Vietnam,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,0.20000000000000001,66.7152
2nd class,3,HN,CA-2017-117212,2/26/2017,2/28/2017,BT-11530,Bradley Talbott,Home Office,Vietnam,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,0.20000000000000001,89.2224
2nd class,4,Ha Noi,CA-2017-117212,2/26/2017,2/28/2017,BT-11530,Bradley Talbott,Home Office,Vietnam,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,0,109.7208
2nd class,4,Ha Noi,CA-2017-117212,2/26/2017,2/28/2017,BT-11530,Bradley Talbott,Home Office,Vietnam,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,23.12,0,11.3288
Standard Class,9,Binh Duong,CA-2016-130946,4/8/2016,4/12/2016,ZC-21910,Zuschuss Carroll,Consumer,Vietnam,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,0.20000000000000001,64.7892
Standard Class,4,Binh Duong,CA-2016-130946,4/8/2016,4/12/2016,ZC-21910,Zuschuss Carroll,Consumer,Vietnam,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,0.29999999999999999,-4.1136
Standard Class,4,Binh Duong,CA-2016-130946,4/8/2016,4/12/2016,ZC-21910,Zuschuss Carroll,Consumer,Vietnam,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,0.80000000000000004,-1850.9464
Std class,3,Ca Mau,CA-2016-114727,7/18/2016,7/24/2016,LS-16945,Linda Southworth,Corporate,Vietnam,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,0.20000000000000001,40.8006
Std class,3,Ca Mau,CA-2016-114727,7/18/2016,7/24/2016,LS-16945,Linda Southworth,Corporate,Vietnam,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.872,0.69999999999999996,-1.4352
Std class,3,Ca Mau,CA-2016-114727,7/18/2016,7/24/2016,LS-16945,Linda Southworth,Corporate,Vietnam,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,0.20000000000000001,10.6794
Std class,2,Ca Mau,CA-2016-114727,7/18/2016,7/24/2016,LS-16945,Linda Southworth,Corporate,Vietnam,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,0.20000000000000001,0
Std class,3,Ca Mau,CA-2016-114727,7/18/2016,7/24/2016,LS-16945,Linda Southworth,Corporate,Vietnam,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,0.20000000000000001,-33.804
First Class,5,Ha Tinh,CA-2017-133235,8/1/2017,8/4/2017,LH-16750,Larry Hughes,Consumer,Vietnam,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,0.20000000000000001,16.9975
Second Class,1,Tp.HCM,CA-2016-137050,7/14/2016,7/18/2016,SW-20755,Steven Ward,Corporate,Vietnam,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,0,3.363
Second Class,3,Tp.HCM,CA-2016-137050,7/14/2016,7/18/2016,SW-20755,Steven Ward,Corporate,Vietnam,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,0.20000000000000001,3.2004
Second Class,7,Tp.HCM,CA-2016-137050,7/14/2016,7/18/2016,SW-20755,Steven Ward,Corporate,Vietnam,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,0,6.8943
Second Class,7,Tp.HCM,CA-2016-137050,7/14/2016,7/18/2016,SW-20755,Steven Ward,Corporate,Vietnam,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,0,10.465
Second Class,2,Tp.HCM,CA-2016-137050,7/14/2016,7/18/2016,SW-20755,Steven Ward,Corporate,Vietnam,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,0.20000000000000001,2.8836
Second Class,4,Tp.HCM,CA-2016-137050,7/14/2016,7/18/2016,SW-20755,Steven Ward,Corporate,Vietnam,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,0.20000000000000001,21.7176
Standard Class,2,Thanh Hoa,US-2017-118087,9/9/2017,9/13/2017,SP-20620,Stefania Perrino,Corporate,Vietnam,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,141.372,0.29999999999999999,-48.4704
Standard Class,2,Thanh Hoa,US-2017-118087,9/9/2017,9/13/2017,SP-20620,Stefania Perrino,Corporate,Vietnam,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036,0.69999999999999996,-2.3276
Standard Class,1,Thanh Hoa,US-2017-118087,9/9/2017,9/13/2017,SP-20620,Stefania Perrino,Corporate,Vietnam,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,0.69999999999999996,-3.6024
Standard Class,1,Thanh Hoa,US-2017-118087,9/9/2017,9/13/2017,SP-20620,Stefania Perrino,Corporate,Vietnam,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,0.20000000000000001,1.5768
Standard Class,3,Thanh Hoa,US-2017-118087,9/9/2017,9/13/2017,SP-20620,Stefania Perrino,Corporate,Vietnam,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,0.20000000000000001,28.764
Standard Class,2,Thanh Hoa,US-2017-118087,9/9/2017,9/13/2017,SP-20620,Stefania Perrino,Corporate,Vietnam,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,0.20000000000000001,1.7024
Standard Class,3,Thanh Hoa,US-2017-118087,9/9/2017,9/13/2017,SP-20620,Stefania Perrino,Corporate,Vietnam,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,0.20000000000000001,64.674
Standard Class,7,Thanh Hoa,US-2017-118087,9/9/2017,9/13/2017,SP-20620,Stefania Perrino,Corporate,Vietnam,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1931.958,0.40000000000000002,-386.3916
Standard Class,9,Ha Noi,CA-2014-110184,7/12/2014,7/16/2014,BF-11170,Ben Ferrer,Home Office,Vietnam,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,0,44.955
Standard Class,8,Ha Noi,CA-2014-110184,7/12/2014,7/16/2014,BF-11170,Ben Ferrer,Home Office,Vietnam,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,255.936,0.20000000000000001,28.7928
First Class,3,Tp.HCM,CA-2016-126004,12/4/2016,12/5/2016,BM-11140,Becky Martin,Consumer,Vietnam,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,0,20.4822
First Class,1,Ho chi Minh,CA-2016-126004,12/4/2016,12/5/2016,BM-11140,Becky Martin,Consumer,Vietnam,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,0,34.386
First Class,1,Tp.HCM,CA-2016-126004,12/4/2016,12/5/2016,BM-11140,Becky Martin,Consumer,Vietnam,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,0.20000000000000001,0.6048
First Class,4,Tp.HCM,CA-2016-126004,12/4/2016,12/5/2016,BM-11140,Becky Martin,Consumer,Vietnam,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,40.56,0,19.8744
First Class,3,Tp.HCM,CA-2016-126004,12/4/2016,12/5/2016,BM-11140,Becky Martin,Consumer,Vietnam,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,0,3.6588
First Class,2,Tp.HCM,CA-2016-126004,12/4/2016,12/5/2016,BM-11140,Becky Martin,Consumer,Vietnam,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86,0,11.6316
Standard Class,2,Ha Noi,CA-2017-100013,11/6/2017,11/11/2017,ZC-21910,Zuschuss Carroll,Consumer,Vietnam,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,0,7.4872
Standard Class,1,HN,CA-2017-100013,11/6/2017,11/11/2017,ZC-21910,Zuschuss Carroll,Consumer,Vietnam,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,8.73,0,2.9682
Standard Class,2,Ha Noi,CA-2017-100013,11/6/2017,11/11/2017,ZC-21910,Zuschuss Carroll,Consumer,Vietnam,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,0,1.7608
Standard Class,1,Dong Nai,CA-2014-127012,8/11/2014,8/15/2014,GM-14680,Greg Matthias,Consumer,Vietnam,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,0,5.434
Standard Class,1,Dong Nai,CA-2014-127012,8/11/2014,8/15/2014,GM-14680,Greg Matthias,Consumer,Vietnam,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,0,10.6522
Standard Class,2,Dong Nai,CA-2014-127012,8/11/2014,8/15/2014,GM-14680,Greg Matthias,Consumer,Vietnam,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,0,10.7912
Standard Class,4,Ho chi Minh,CA-2016-128727,8/29/2016,9/4/2016,MO-17800,Meg O'Connel,Home Office,Vietnam,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,0,5.5
Standard Class,3,Tp.HCM,US-2016-162859,2/15/2016,2/22/2016,PG-18820,Patrick Gardner,Consumer,Vietnam,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,0.20000000000000001,124.485
Standard Class,4,Tp.HCM,US-2016-162859,2/15/2016,2/22/2016,PG-18820,Patrick Gardner,Consumer,Vietnam,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,0,3.5752
Second Class,6,Lai Chau,CA-2014-168494,12/12/2014,12/14/2014,NP-18700,Nora Preis,Consumer,Vietnam,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,764.688,0.20000000000000001,95.586
Second Class,12,Lai Chau,CA-2014-168494,12/12/2014,12/14/2014,NP-18700,Nora Preis,Consumer,Vietnam,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848,0.20000000000000001,135.4068
Second Class,3,Lai Chau,CA-2014-168494,12/12/2014,12/14/2014,NP-18700,Nora Preis,Consumer,Vietnam,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,254.9745,0.14999999999999999,11.9988
Standard Class,6,Tp.HCM,CA-2017-115602,12/18/2017,12/24/2017,DJ-13630,Doug Jacobs,Consumer,Vietnam,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,38.82,0,17.469
Standard Class,9,Tp.HCM,CA-2017-115602,12/18/2017,12/24/2017,DJ-13630,Doug Jacobs,Consumer,Vietnam,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,0.10000000000000001,139.5702
Standard Class,13,Tp.HCM,CA-2017-115602,12/18/2017,12/24/2017,DJ-13630,Doug Jacobs,Consumer,Vietnam,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,0,511.368
Standard Class,2,Tp.HCM,CA-2017-115602,12/18/2017,12/24/2017,DJ-13630,Doug Jacobs,Consumer,Vietnam,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,0,1.376
Standard Class,4,Khanh Hoa,CA-2015-154956,7/4/2015,7/9/2015,IM-15070,Irene Maddox,Consumer,Vietnam,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,0,285.9896
Second Class,3,Ha Tinh,US-2016-168620,12/24/2016,12/28/2016,RB-19795,Ross Baird,Home Office,Vietnam,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,27.882,0.69999999999999996,-20.4468
Second Class,3,Ha Tinh,US-2016-168620,12/24/2016,12/28/2016,RB-19795,Ross Baird,Home Office,Vietnam,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,0.20000000000000001,-47.2542
Second Class,8,Ha Tinh,US-2016-168620,12/24/2016,12/28/2016,RB-19795,Ross Baird,Home Office,Vietnam,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68,0.20000000000000001,76.704
Standard Class,3,Thai Binh,CA-2017-117079,10/23/2017,10/27/2017,JR-15700,Jocasta Rupert,Consumer,Vietnam,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,0.20000000000000001,107.985
Second Class,3,Phu Tho,CA-2017-105053,7/7/2017,7/9/2017,CS-12355,Christine Sundaresam,Consumer,Vietnam,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472,0.20000000000000001,6.3336
Standard Class,3,Nghe An,CA-2017-110380,9/2/2017,9/7/2017,PF-19225,Phillip Flathmann,Consumer,Vietnam,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,0,1.7739
Standard Class,1,Ha Noi,US-2014-167738,12/24/2014,12/29/2014,JC-16105,Julie Creighton,Corporate,Vietnam,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86,0,41.4294
Standard Class,6,HN,US-2014-167738,12/24/2014,12/29/2014,JC-16105,Julie Creighton,Corporate,Vietnam,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,0.20000000000000001,18.267
Standard Class,3,Thai Nguyen,CA-2017-121412,9/23/2017,9/27/2017,BG-11695,Brooke Gillingham,Corporate,Vietnam,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.328,0.20000000000000001,3.666
Standard Class,4,Hai Phong,US-2016-103646,4/21/2016,4/26/2016,SP-20545,Sibella Parks,Corporate,Vietnam,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,0.20000000000000001,-12.792
Standard Class,3,Hai Phong,US-2016-103646,4/21/2016,4/26/2016,SP-20545,Sibella Parks,Corporate,Vietnam,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,0.80000000000000004,-126.8592
Standard Class,8,Hai Phong,US-2016-103646,4/21/2016,4/26/2016,SP-20545,Sibella Parks,Corporate,Vietnam,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,0.80000000000000004,-67.272
Same Day,2,Ninh Thuan,CA-2016-119186,5/26/2016,5/26/2016,MS-17710,Maurice Satty,Consumer,Vietnam,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368,0.20000000000000001,3.6288
Same Day,5,Ninh Thuan,CA-2016-119186,5/26/2016,5/26/2016,MS-17710,Maurice Satty,Consumer,Vietnam,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,0.29999999999999999,-88.784
Same Day,3,Ninh Thuan,CA-2016-119186,5/26/2016,5/26/2016,MS-17710,Maurice Satty,Consumer,Vietnam,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,0.20000000000000001,5.2026
Same Day,1,Ninh Thuan,CA-2016-119186,5/26/2016,5/26/2016,MS-17710,Maurice Satty,Consumer,Vietnam,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,0.20000000000000001,-7.1991
Standard Class,3,Binh Duong,CA-2016-148698,5/2/2016,5/7/2016,BD-11770,.,Consumer,Vietnam,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,0.20000000000000001,5.397
First Class,3,Thai Binh,CA-2017-122154,4/9/2017,4/11/2017,SA-20830,Sue Ann Reed,Consumer,Vietnam,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,0.20000000000000001,4.914
First Class,1,Thai Binh,CA-2017-122154,4/9/2017,4/11/2017,SA-20830,Sue Ann Reed,Consumer,Vietnam,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,0.69999999999999996,-13.363
First Class,3,Thai Binh,CA-2017-122154,4/9/2017,4/11/2017,SA-20830,Sue Ann Reed,Consumer,Vietnam,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,0.20000000000000001,88.074
Standard Class,7,Thua Thien Hue,US-2015-149692,12/6/2015,12/12/2015,KW-16435,Katrina Willman,Consumer,Vietnam,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,0.80000000000000004,-4.851
